ReceiptHeaderId,Type,AccountSlRef,DlRef,Number,Date,CurrencyRef,Description,Description_En,Discount,TotalAmount,ItemType,State,CreatorForm,Creator,CreationDate,LastModifier,LastModificationDate,Version,Rate,CashRef,Amount,AmountInBaseCurrency,FiscalYearRef,VoucherRef,DiscountRate,DiscountInBaseCurrency,TotalAmountInBaseCurrency,Guid,ReceiptAmount
8399,1,799,41,450,2026-05-17 00:00:00,1,بابت فروش 1405/02/26 رضا شمس فاكتور 29855,بابت فروش 1405/02/26 رضا شمس فاكتور 29855,0.0000,830000.0000,8,2,0,11,2026-06-24 15:24:59,11,2026-06-24 15:26:58,2,1.0000000000000000,1,0.0000,0.0000,1,1089,1.0000000000000000,0.0000,830000.0000,,830000.0000
8400,1,799,86,451,2026-05-17 00:00:00,1,بابت فروش 1405/02/26 پويا مستاجران فاكتور 30258,بابت فروش 1405/02/26 پويا مستاجران فاكتور 30258,0.0000,12700000.0000,8,2,0,11,2026-06-24 15:25:43,11,2026-06-24 15:26:58,2,1.0000000000000000,1,0.0000,0.0000,1,1089,1.0000000000000000,0.0000,12700000.0000,,12700000.0000
8401,1,799,48,452,2026-05-17 00:00:00,1,بابت فروش 1405/02/27 محمد امين مكتوبيان فاكتور 30652,بابت فروش 1405/02/27 محمد امين مكتوبيان فاكتور 30652,0.0000,5970000.0000,8,2,0,11,2026-06-27 11:48:58,11,2026-06-27 11:51:39,2,1.0000000000000000,1,0.0000,0.0000,1,1092,1.0000000000000000,0.0000,5970000.0000,,5970000.0000
8402,1,799,169,453,2026-05-18 00:00:00,1,بابت فروش 1405/02/27 سجاد شيراني فاكتور 30772,بابت فروش 1405/02/27 سجاد شيراني فاكتور 30772,0.0000,2500000.0000,8,2,0,11,2026-06-27 11:49:53,11,2026-06-27 11:51:40,2,1.0000000000000000,1,0.0000,0.0000,1,1093,1.0000000000000000,0.0000,2500000.0000,,2500000.0000
8403,1,799,26,454,2026-05-17 00:00:00,1,بابت فروش 1405/02/27 وجه نقد,بابت فروش 1405/02/27 وجه نقد,0.0000,18300000.0000,1,2,0,11,2026-06-27 12:58:54,11,2026-06-27 12:59:27,2,1.0000000000000000,1,18300000.0000,18300000.0000,1,1095,1.0000000000000000,0.0000,18300000.0000,,18300000.0000
8405,1,799,37,455,2026-05-19 00:00:00,1,بابت فروش 1405/02/28 علي غلامعليان فاكتور 30917,بابت فروش 1405/02/28 علي غلامعليان فاكتور 30917,0.0000,8640000.0000,8,2,0,11,2026-06-27 14:36:19,11,2026-06-27 14:43:48,2,1.0000000000000000,1,0.0000,0.0000,1,1099,1.0000000000000000,0.0000,8640000.0000,,8640000.0000
8406,1,799,26,456,2026-05-18 00:00:00,1,بابت فروش 1405/02/28 وجه نقد,بابت فروش 1405/02/28 وجه نقد,0.0000,2000000.0000,1,2,0,11,2026-06-27 14:37:36,11,2026-06-27 14:43:48,2,1.0000000000000000,1,2000000.0000,2000000.0000,1,1098,1.0000000000000000,0.0000,2000000.0000,,2000000.0000
8407,1,799,26,457,2026-05-19 00:00:00,1,بابت فروش 1405/02/29 وجه نقد,بابت فروش 1405/02/29 وجه نقد,0.0000,12000000.0000,1,2,0,11,2026-06-27 15:16:12,11,2026-06-27 15:21:42,2,1.0000000000000000,1,12000000.0000,12000000.0000,1,1102,1.0000000000000000,0.0000,12000000.0000,,12000000.0000
8408,1,799,66,458,2026-05-20 00:00:00,1,بابت فروش 1405/02/29 ارش قاسمي فاكتور 31317,بابت فروش 1405/02/29 ارش قاسمي فاكتور 31317,0.0000,6000000.0000,8,2,0,11,2026-06-27 15:17:01,11,2026-06-27 15:21:43,3,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,6000000.0000,,6000000.0000
8409,1,799,48,459,2026-05-20 00:00:00,1,بابت فروش 1405/02/29 محمد امين مكتوبيان فاكتور 31335,بابت فروش 1405/02/29 محمد امين مكتوبيان فاكتور 31335,0.0000,2560000.0000,8,2,0,11,2026-06-27 15:17:43,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,2560000.0000,,2560000.0000
8410,1,799,47,460,2026-05-20 00:00:00,1,بابت فروش 1405/02/29 متين شمس فاكتور 31365,بابت فروش 1405/02/29 متين شمس فاكتور 31365,0.0000,16450000.0000,8,2,0,11,2026-06-27 15:18:26,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,16450000.0000,,16450000.0000
8411,1,799,37,461,2026-05-20 00:00:00,1,بابت فروش 1405/02/29 علي غلامعليان فاكتور 31411,بابت فروش 1405/02/29 علي غلامعليان فاكتور 31411,0.0000,2880000.0000,8,2,0,11,2026-06-27 15:19:16,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,2880000.0000,,2880000.0000
8412,1,799,54,462,2026-05-20 00:00:00,1,بابت فروش 1405/02/29 احمد امامي فاكتور 31667,بابت فروش 1405/02/29 احمد امامي فاكتور 31667,0.0000,6000000.0000,8,2,0,11,2026-06-27 15:19:54,11,2026-06-27 15:21:43,2,1.0000000000000000,1,0.0000,0.0000,1,1103,1.0000000000000000,0.0000,6000000.0000,,6000000.0000
8415,1,799,26,463,2026-05-20 00:00:00,1,بابت فروش 1405/02/30 وجه نقد,بابت فروش 1405/02/30 وجه نقد,0.0000,23500000.0000,1,2,0,11,2026-06-27 16:03:28,11,2026-06-27 16:03:56,2,1.0000000000000000,1,23500000.0000,23500000.0000,1,1107,1.0000000000000000,0.0000,23500000.0000,,23500000.0000
8416,1,799,26,464,2026-05-21 00:00:00,1,بابت فروش 1405/02/31 وجه نقد,بابت فروش 1405/02/31 وجه نقد,0.0000,15000000.0000,1,2,0,11,2026-06-28 14:53:10,11,2026-06-28 14:58:27,2,1.0000000000000000,1,15000000.0000,15000000.0000,1,1112,1.0000000000000000,0.0000,15000000.0000,,15000000.0000
8417,1,799,37,465,2026-05-22 00:00:00,1,بابت فروش 1405/02/31 علي غلامعليان فاكتور 33154,بابت فروش 1405/02/31 علي غلامعليان فاكتور 33154,0.0000,2880000.0000,8,2,0,11,2026-06-28 14:54:13,11,2026-06-28 14:58:28,2,1.0000000000000000,1,0.0000,0.0000,1,1113,1.0000000000000000,0.0000,2880000.0000,,2880000.0000
8418,1,799,41,466,2026-05-22 00:00:00,1,بابت فروش 1405/02/31 رضا شمس فاكتور 33156,بابت فروش 1405/02/31 رضا شمس فاكتور 33156,0.0000,2560000.0000,8,2,0,11,2026-06-28 14:54:52,11,2026-06-28 14:58:28,2,1.0000000000000000,1,0.0000,0.0000,1,1113,1.0000000000000000,0.0000,2560000.0000,,2560000.0000
8420,1,799,26,467,2026-05-22 00:00:00,1,بابت فروش 1405/02/31 ,بابت فروش 1405/02/31 ,0.0000,2730520000.0000,8,2,0,11,2026-06-28 14:57:14,11,2026-06-28 14:58:28,2,1.0000000000000000,1,0.0000,0.0000,1,1113,1.0000000000000000,0.0000,2730520000.0000,,2730520000.0000
8421,1,799,26,468,2026-05-22 00:00:00,1, بابت فروش 1405/02/31 و مانده فروش 1405/02/30, بابت فروش 1405/02/31 و مانده فروش 1405/02/30,0.0000,52300000.0000,8,2,0,11,2026-06-28 15:12:11,11,2026-06-28 15:12:17,2,1.0000000000000000,1,0.0000,0.0000,1,1115,1.0000000000000000,0.0000,52300000.0000,,52300000.0000
8457,1,799,26,470,2026-05-23 00:00:00,1,بابت فروش 1405/03/01,بابت فروش 1405/03/01,0.0000,2897885000.0000,8,2,0,11,2026-06-29 11:38:15,11,2026-07-01 11:09:57,4,1.0000000000000000,1,0.0000,0.0000,1,1123,1.0000000000000000,0.0000,2897885000.0000,,2897885000.0000
8458,1,799,26,471,2026-05-24 00:00:00,1,بابت فروش 1405/03/02,بابت فروش 1405/03/02,0.0000,1846580000.0000,8,2,0,11,2026-06-29 11:38:17,11,2026-07-01 12:28:39,2,1.0000000000000000,1,0.0000,0.0000,1,1126,1.0000000000000000,0.0000,1846580000.0000,,1846580000.0000
8459,1,799,26,472,2026-05-25 00:00:00,1,بابت فروش 1405/03/03,بابت فروش 1405/03/03,0.0000,1841135000.0000,8,2,0,11,2026-06-29 11:38:18,11,2026-07-01 13:59:10,2,1.0000000000000000,1,0.0000,0.0000,1,1133,1.0000000000000000,0.0000,1841135000.0000,,1841135000.0000
8460,1,799,26,473,2026-05-26 00:00:00,1,بابت فروش 1405/03/04,بابت فروش 1405/03/04,0.0000,1762290000.0000,8,2,0,11,2026-06-29 11:38:19,11,2026-07-01 14:33:42,2,1.0000000000000000,1,0.0000,0.0000,1,1137,1.0000000000000000,0.0000,1762290000.0000,,1762290000.0000
8461,1,799,26,474,2026-05-27 00:00:00,1,بابت فروش 1405/03/05,بابت فروش 1405/03/05,0.0000,2474620000.0000,8,2,0,11,2026-06-29 11:38:19,11,2026-07-01 15:19:38,2,1.0000000000000000,1,0.0000,0.0000,1,1141,1.0000000000000000,0.0000,2474620000.0000,,2474620000.0000
8462,1,799,26,475,2026-05-28 00:00:00,1,بابت فروش 1405/03/06,بابت فروش 1405/03/06,0.0000,2440125000.0000,8,2,0,11,2026-06-29 11:38:24,11,2026-07-01 16:22:57,2,1.0000000000000000,1,0.0000,0.0000,1,1145,1.0000000000000000,0.0000,2440125000.0000,,2440125000.0000
8463,1,799,26,476,2026-05-29 00:00:00,1,بابت فروش 1405/03/07,بابت فروش 1405/03/07,0.0000,3136250000.0000,8,2,0,11,2026-06-29 11:38:25,11,2026-07-01 17:32:00,2,1.0000000000000000,1,0.0000,0.0000,1,1149,1.0000000000000000,0.0000,3136250000.0000,,3136250000.0000
8464,1,799,26,477,2026-05-30 00:00:00,1,بابت فروش 1405/03/08,بابت فروش 1405/03/08,0.0000,3081585000.0000,8,2,0,11,2026-06-29 11:38:26,11,2026-07-02 12:24:58,2,1.0000000000000000,1,0.0000,0.0000,1,1153,1.0000000000000000,0.0000,3081585000.0000,,3081585000.0000
8465,1,799,26,478,2026-05-31 00:00:00,1,بابت فروش 1405/03/09,بابت فروش 1405/03/09,0.0000,1638920000.0000,8,2,0,11,2026-06-29 11:38:27,11,2026-07-05 09:59:24,2,1.0000000000000000,1,0.0000,0.0000,1,1191,1.0000000000000000,0.0000,1638920000.0000,,1638920000.0000
8466,1,799,26,479,2026-06-01 00:00:00,1,بابت فروش 1405/03/10,بابت فروش 1405/03/10,0.0000,1702505000.0000,8,2,0,11,2026-06-29 11:38:28,11,2026-07-05 12:10:54,2,1.0000000000000000,1,0.0000,0.0000,1,1194,1.0000000000000000,0.0000,1702505000.0000,,1702505000.0000
8467,1,799,26,480,2026-06-02 00:00:00,1,بابت فروش 1405/03/11,بابت فروش 1405/03/11,0.0000,1873680000.0000,8,2,0,11,2026-06-29 11:38:29,11,2026-07-05 12:52:29,2,1.0000000000000000,1,0.0000,0.0000,1,1197,1.0000000000000000,0.0000,1873680000.0000,,1873680000.0000
8468,1,799,26,481,2026-06-03 00:00:00,1,بابت فروش 1405/03/12,بابت فروش 1405/03/12,0.0000,1585665000.0000,8,2,0,11,2026-06-29 11:38:29,11,2026-07-05 14:13:06,2,1.0000000000000000,1,0.0000,0.0000,1,1200,1.0000000000000000,0.0000,1585665000.0000,,1585665000.0000
8469,1,799,26,482,2026-06-04 00:00:00,1,بابت فروش 1405/03/13,بابت فروش 1405/03/13,0.0000,2339960000.0000,8,2,0,11,2026-06-29 11:38:34,11,2026-07-05 14:53:15,2,1.0000000000000000,1,0.0000,0.0000,1,1204,1.0000000000000000,0.0000,2339960000.0000,,2339960000.0000
8470,1,799,26,483,2026-06-05 00:00:00,1,بابت فروش 1405/03/14,بابت فروش 1405/03/14,0.0000,4898475000.0000,8,2,0,11,2026-06-29 11:38:35,11,2026-07-05 15:23:20,3,1.0000000000000000,1,0.0000,0.0000,1,1209,1.0000000000000000,0.0000,4898475000.0000,,4898475000.0000
8471,1,799,26,484,2026-06-06 00:00:00,1,بابت فروش 1405/03/15,بابت فروش 1405/03/15,0.0000,5021070000.0000,8,2,0,11,2026-06-29 11:38:36,11,2026-07-05 16:42:05,3,1.0000000000000000,1,0.0000,0.0000,1,1213,1.0000000000000000,0.0000,5021070000.0000,,5021070000.0000
8472,1,799,26,485,2026-06-07 00:00:00,1,بابت فروش 1405/03/16,بابت فروش 1405/03/16,0.0000,2883815000.0000,8,1,0,11,2026-06-29 11:38:37,11,2026-06-29 11:38:37,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2883815000.0000,,2883815000.0000
8473,1,799,26,486,2026-06-08 00:00:00,1,بابت فروش 1405/03/17,بابت فروش 1405/03/17,0.0000,3743280000.0000,8,1,0,11,2026-06-29 11:38:37,11,2026-06-29 11:38:37,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3743280000.0000,,3743280000.0000
8474,1,799,26,487,2026-06-09 00:00:00,1,بابت فروش 1405/03/18,بابت فروش 1405/03/18,0.0000,3161785000.0000,8,1,0,11,2026-06-29 11:38:38,11,2026-06-29 11:38:38,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3161785000.0000,,3161785000.0000
8475,1,799,26,488,2026-06-10 00:00:00,1,بابت فروش 1405/03/19,بابت فروش 1405/03/19,0.0000,3279740000.0000,8,1,0,11,2026-06-29 11:38:39,11,2026-06-29 11:38:39,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3279740000.0000,,3279740000.0000
8476,1,799,26,489,2026-06-11 00:00:00,1,بابت فروش 1405/03/20,بابت فروش 1405/03/20,0.0000,3428605000.0000,8,1,0,11,2026-06-29 11:38:44,11,2026-06-29 11:38:44,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3428605000.0000,,3428605000.0000
8477,1,799,26,490,2026-06-12 00:00:00,1,بابت فروش 1405/03/21,بابت فروش 1405/03/21,0.0000,5052340000.0000,8,1,0,11,2026-06-29 11:38:45,11,2026-06-29 11:38:45,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,5052340000.0000,,5052340000.0000
8478,1,799,26,491,2026-06-13 00:00:00,1,بابت فروش 1405/03/22,بابت فروش 1405/03/22,0.0000,5214220000.0000,8,1,0,11,2026-06-29 11:38:50,11,2026-06-29 11:38:50,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,5214220000.0000,,5214220000.0000
8479,1,799,26,492,2026-06-14 00:00:00,1,بابت فروش 1405/03/23,بابت فروش 1405/03/23,0.0000,2473630000.0000,8,1,0,11,2026-06-29 11:38:51,11,2026-06-29 11:38:51,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2473630000.0000,,2473630000.0000
8480,1,799,26,493,2026-06-15 00:00:00,1,بابت فروش 1405/03/24,بابت فروش 1405/03/24,0.0000,2717930000.0000,8,1,0,11,2026-06-29 11:38:52,11,2026-06-29 11:38:52,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2717930000.0000,,2717930000.0000
8481,1,799,26,494,2026-06-16 00:00:00,1,بابت فروش 1405/03/25,بابت فروش 1405/03/25,0.0000,3103080000.0000,8,1,0,11,2026-06-29 11:38:53,11,2026-06-29 11:38:53,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3103080000.0000,,3103080000.0000
8482,1,799,26,495,2026-06-17 00:00:00,1,بابت فروش 1405/03/26,بابت فروش 1405/03/26,0.0000,3184125000.0000,8,1,0,11,2026-06-29 11:38:53,11,2026-06-29 11:38:53,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3184125000.0000,,3184125000.0000
8483,1,799,26,496,2026-06-18 00:00:00,1,بابت فروش 1405/03/27,بابت فروش 1405/03/27,0.0000,3235585000.0000,8,1,0,11,2026-06-29 11:38:54,11,2026-06-29 11:38:54,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,3235585000.0000,,3235585000.0000
8484,1,799,26,497,2026-06-19 00:00:00,1,بابت فروش 1405/03/28,بابت فروش 1405/03/28,0.0000,5287100000.0000,8,1,0,11,2026-06-29 11:38:55,11,2026-06-29 11:38:55,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,5287100000.0000,,5287100000.0000
8485,1,799,26,498,2026-06-20 00:00:00,1,بابت فروش 1405/03/29,بابت فروش 1405/03/29,0.0000,5116985000.0000,8,1,0,11,2026-06-29 11:38:56,11,2026-06-29 11:38:56,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,5116985000.0000,,5116985000.0000
8486,1,799,26,499,2026-06-21 00:00:00,1,بابت فروش 1405/03/30,بابت فروش 1405/03/30,0.0000,2472915000.0000,8,1,0,11,2026-06-29 11:39:01,11,2026-06-29 11:39:01,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,2472915000.0000,,2472915000.0000
8488,32,789,156,73,2026-06-04 00:00:00,1,انتقالي از پارسيان پس انداز به پارسيان,انتقالي از پارسيان پس انداز به پارسيان,0.0000,144415601.0000,8,1,4,11,2026-06-29 13:26:42,11,2026-06-29 13:26:42,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,144415601.0000,,144415601.0000
8489,32,789,133,74,2026-06-15 00:00:00,1,انتقالي از پارسيان به پارسيان پس انداز,انتقالي از پارسيان به پارسيان پس انداز,0.0000,1330000000.0000,8,1,4,11,2026-06-29 14:31:18,11,2026-06-29 14:31:18,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,1330000000.0000,,1330000000.0000
8490,32,789,133,75,2026-06-15 00:00:00,1,انتقالي از پارسيان به پارسيان پس انداز,انتقالي از پارسيان به پارسيان پس انداز,0.0000,600000000.0000,8,1,4,11,2026-06-29 14:31:37,11,2026-06-29 14:31:37,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,600000000.0000,,600000000.0000
8491,1,799,74,500,2026-05-17 00:00:00,1,واريز به پارسيان توسط اسنپ فود,واريز به پارسيان توسط اسنپ فود,0.0000,8287000000.0000,8,1,0,11,2026-06-29 14:54:30,11,2026-06-29 14:54:30,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,8287000000.0000,,8287000000.0000
8492,32,789,133,76,2026-06-20 00:00:00,1,انتقالي از پارسيان به پارسيان پس انداز,انتقالي از پارسيان به پارسيان پس انداز,0.0000,2000000000.0000,8,1,4,11,2026-06-29 15:23:58,11,2026-06-29 15:23:58,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8493,1,799,74,501,2026-06-06 00:00:00,1,واريز به ملي 4002 توسط اسنپ فود,واريز به ملي 4002 توسط اسنپ فود,0.0000,10041000000.0000,8,1,0,11,2026-06-29 15:38:31,11,2026-06-29 15:38:31,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,10041000000.0000,,10041000000.0000
8495,32,789,135,77,2026-06-09 00:00:00,1,انتقالي از ملي 4002 به ملت 890,انتقالي از ملي 4002 به ملت 890,0.0000,2000000000.0000,8,1,4,11,2026-06-29 16:26:23,11,2026-06-29 16:26:23,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,2000000000.0000,,2000000000.0000
8497,1,799,26,503,2026-05-23 00:00:00,1,بابت فروش 1405/03/01,بابت فروش 1405/03/01,0.0000,2652430000.0000,8,2,0,11,2026-06-29 16:55:07,11,2026-07-01 11:09:57,6,1.0000000000000000,1,0.0000,0.0000,1,1123,1.0000000000000000,0.0000,2652430000.0000,,2652430000.0000
8498,1,799,26,504,2026-05-24 00:00:00,1,بابت فروش 1405/03/02,بابت فروش 1405/03/02,0.0000,1325260000.0000,8,2,0,11,2026-06-29 16:55:08,11,2026-07-01 12:28:39,4,1.0000000000000000,1,0.0000,0.0000,1,1126,1.0000000000000000,0.0000,1325260000.0000,,1325260000.0000
8499,1,799,26,505,2026-05-25 00:00:00,1,بابت فروش 1405/03/03,بابت فروش 1405/03/03,0.0000,1254200000.0000,8,2,0,11,2026-06-29 16:55:09,11,2026-07-01 13:59:10,4,1.0000000000000000,1,0.0000,0.0000,1,1133,1.0000000000000000,0.0000,1254200000.0000,,1254200000.0000
8500,1,799,26,506,2026-05-26 00:00:00,1,بابت فروش 1405/03/04,بابت فروش 1405/03/04,0.0000,1332610000.0000,8,2,0,11,2026-06-29 16:55:10,11,2026-07-01 14:33:42,4,1.0000000000000000,1,0.0000,0.0000,1,1137,1.0000000000000000,0.0000,1332610000.0000,,1332610000.0000
8501,1,799,26,507,2026-05-27 00:00:00,1,بابت فروش 1405/03/05,بابت فروش 1405/03/05,0.0000,2113850000.0000,8,2,0,11,2026-06-29 16:55:10,11,2026-07-01 15:19:38,3,1.0000000000000000,1,0.0000,0.0000,1,1141,1.0000000000000000,0.0000,2113850000.0000,,2113850000.0000
8502,1,799,26,508,2026-05-28 00:00:00,1,بابت فروش 1405/03/06,بابت فروش 1405/03/06,0.0000,2328840000.0000,8,2,0,11,2026-06-29 16:55:11,11,2026-07-01 16:22:57,3,1.0000000000000000,1,0.0000,0.0000,1,1145,1.0000000000000000,0.0000,2328840000.0000,,2328840000.0000
8503,1,799,26,509,2026-05-29 00:00:00,1,بابت فروش 1405/03/07,بابت فروش 1405/03/07,0.0000,1908800000.0000,8,2,0,11,2026-06-29 16:55:12,11,2026-07-01 17:32:00,4,1.0000000000000000,1,0.0000,0.0000,1,1149,1.0000000000000000,0.0000,1908800000.0000,,1908800000.0000
8504,1,799,26,510,2026-05-30 00:00:00,1,بابت فروش 1405/03/08,بابت فروش 1405/03/08,0.0000,2117920000.0000,8,2,0,11,2026-06-29 16:55:13,11,2026-07-02 12:24:58,4,1.0000000000000000,1,0.0000,0.0000,1,1153,1.0000000000000000,0.0000,2117920000.0000,,2117920000.0000
8505,1,799,26,511,2026-05-31 00:00:00,1,بابت فروش 1405/03/09,بابت فروش 1405/03/09,0.0000,1291280000.0000,8,2,0,11,2026-06-29 16:55:13,11,2026-07-05 09:59:24,4,1.0000000000000000,1,0.0000,0.0000,1,1191,1.0000000000000000,0.0000,1291280000.0000,,1291280000.0000
8506,1,799,26,512,2026-06-01 00:00:00,1,بابت فروش 1405/03/10,بابت فروش 1405/03/10,0.0000,1310240000.0000,8,2,0,11,2026-06-29 16:55:14,11,2026-07-05 12:10:54,4,1.0000000000000000,1,0.0000,0.0000,1,1194,1.0000000000000000,0.0000,1310240000.0000,,1310240000.0000
8507,1,799,26,513,2026-06-02 00:00:00,1,بابت فروش 1405/03/11,بابت فروش 1405/03/11,0.0000,1588635000.0000,8,2,0,11,2026-06-29 16:55:15,11,2026-07-05 12:52:29,4,1.0000000000000000,1,0.0000,0.0000,1,1197,1.0000000000000000,0.0000,1588635000.0000,,1588635000.0000
8508,1,799,26,514,2026-06-03 00:00:00,1,بابت فروش 1405/03/12,بابت فروش 1405/03/12,0.0000,1613935000.0000,8,2,0,11,2026-06-29 16:55:20,11,2026-07-05 14:13:06,4,1.0000000000000000,1,0.0000,0.0000,1,1200,1.0000000000000000,0.0000,1613935000.0000,,1613935000.0000
8509,1,799,26,515,2026-06-04 00:00:00,1,بابت فروش 1405/03/13,بابت فروش 1405/03/13,0.0000,1654255000.0000,8,2,0,11,2026-06-29 16:55:21,11,2026-07-05 14:53:15,4,1.0000000000000000,1,0.0000,0.0000,1,1204,1.0000000000000000,0.0000,1654255000.0000,,1654255000.0000
8510,1,799,26,516,2026-06-05 00:00:00,1,بابت مانده  فروش 1405/03/13و1405/03/14 ,بابت مانده  فروش 1405/03/13و1405/03/14 ,0.0000,61260000.0000,8,2,0,11,2026-06-29 16:55:21,11,2026-07-05 15:20:47,7,1.0000000000000000,1,0.0000,0.0000,1,1207,1.0000000000000000,0.0000,61260000.0000,,61260000.0000
8511,1,799,26,517,2026-06-07 00:00:00,1,بابت مانده  فروش 1405/03/13و14,بابت مانده  فروش 1405/03/13و14,0.0000,7850000.0000,8,1,0,11,2026-06-29 16:55:22,11,2026-06-29 17:03:13,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,7850000.0000,,7850000.0000
8512,32,789,223,78,2026-05-25 00:00:00,1,انتقالي از پارسيان اقا مجيد به ملي 4002,انتقالي از پارسيان اقا مجيد به ملي 4002,0.0000,13000000000.0000,8,1,4,11,2026-06-29 17:16:00,11,2026-06-29 17:16:00,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,13000000000.0000,,13000000000.0000
8516,32,789,223,79,2026-06-06 00:00:00,1,انتقالي از پارسيان اقا مجيد به پارسيان پس انداز,انتقالي از پارسيان اقا مجيد به پارسيان پس انداز,0.0000,10000000000.0000,8,1,4,11,2026-06-29 17:29:22,11,2026-06-29 17:29:22,1,1.0000000000000000,,0.0000,0.0000,1,,1.0000000000000000,0.0000,10000000000.0000,,10000000000.0000
8517,1,799,26,520,2026-06-17 00:00:00,1,بابت فروش 1405/03/27,بابت فروش 1405/03/27,0.0000,145290000.0000,8,1,0,11,2026-06-30 09:59:01,11,2026-06-30 09:59:01,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,145290000.0000,,145290000.0000
8519,1,799,26,521,2026-06-18 00:00:00,1,بابت فروش 1405/03/28,بابت فروش 1405/03/28,0.0000,187130000.0000,8,1,0,11,2026-06-30 10:00:40,11,2026-06-30 10:00:40,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,187130000.0000,,187130000.0000
8520,16,784,172,522,2026-06-18 00:00:00,1,واريز به پارسيان اقا مجيد توسط ليلا كريمي,واريز به پارسيان اقا مجيد توسط ليلا كريمي,0.0000,81700000.0000,8,1,0,11,2026-06-30 10:06:47,11,2026-06-30 10:06:51,2,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,81700000.0000,,81700000.0000
8522,1,799,26,523,2026-06-19 00:00:00,1,بابت فروش 1405/03/29,بابت فروش 1405/03/29,0.0000,434610000.0000,8,1,0,11,2026-06-30 10:29:05,11,2026-06-30 10:29:05,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,434610000.0000,,434610000.0000
8523,1,799,26,524,2026-06-20 00:00:00,1,بابت فروش 1405/03/30,بابت فروش 1405/03/30,0.0000,98310000.0000,8,1,0,11,2026-06-30 10:34:54,11,2026-06-30 10:34:54,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,98310000.0000,,98310000.0000
8525,1,799,26,525,2026-06-21 00:00:00,1,بابت فروش 1405/03/31,بابت فروش 1405/03/31,0.0000,277330000.0000,8,1,0,11,2026-06-30 10:36:16,11,2026-06-30 10:36:16,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,277330000.0000,,277330000.0000
8530,1,799,23,526,2026-06-21 00:00:00,1,واريز به پارسيان اقا مجيد توسط مهدي رضايي گوشت دابو,واريز به پارسيان اقا مجيد توسط مهدي رضايي گوشت دابو,0.0000,310000000.0000,8,1,0,11,2026-06-30 11:19:26,11,2026-06-30 11:19:26,1,1.0000000000000000,1,0.0000,0.0000,1,,1.0000000000000000,0.0000,310000000.0000,,310000000.0000
